ID;Track;Danceability;Energy;Key;Loudness;Speechiness;Acousticness;Instrumentalness;Liveness;Valence;Tempo;Duration_ms
292;Don't Be Shy;0.77;787;11.0;-3748;583;198;0.0;262;513;119986;140500.0
293;Lay Low;534;855;1.0;-4923;183;607;263;346;0.42;122.06;153443.0
294;The Business;798;0.62;8.0;-7079;232;414;192;112;235;120031;164000.0
295;Hot In It;748;841;7.0;-5.08;177;445;1.33e-06;413;717;123045;129817.0
296;Pump It Louder;0.66;942;4.0;-2273;185;789;1.76e-05;834;543;126017;158571.0
297;Another Love - Tiësto Remix;0.79;764;4.0;-4685;737;836;871;132;473;123046;185366.0
298;Baila Conmigo;652;855;7.0;-6411;775;658;409;341;834;127964;146250.0
299;Jackie Chan;747;833;3.0;-2867;45;374;0.0;586;687;128008;215760.0
300;Cold Heart - PNAU Remix;795;0.8;1.0;-6.32;309;354;7.25e-05;915;934;116032;202735.0
301;I'm Still Standing;504;904;6.0;-6863;179;356;121;0.14;772;176808;183440.0
302;Hold Me Closer;658;783;0.0;-4615;113;798;18;187;491;126027;202246.0
303;Rocket Man (I Think It's Going To Be A Long, Long Time);601;532;10.0;-9119;286;432;6.25e-06;925;341;136571;281613.0
304;Your Song;554;315;3.0;-11028;298;828;5.53e-06;101;325;128157;241787.0
305;Don't Go Breaking My Heart;729;844;5.0;-8824;344;149;2.87e-06;604;777;131459;275440.0
306;Tiny Dancer;414;428;0.0;-11097;278;382;243;148;282;145075;377093.0
307;Step Into Christmas;526;925;2.0;-5584;363;102;8.9e-06;305;819;140308;272394.0
308;Goodbye Yellow Brick Road - Remastered 2014;559;473;5.0;-7712;279;446;141;154;397;121227;192827.0
309;Merry Christmas;594;935;0.0;-2018;357;243;2.36e-06;102;602;113.99;208547.0
310;Ni**as In Paris;789;858;1.0;-5542;311;127;0.0;349;775;140022;219333.0
311;Empire State Of Mind;491;956;11.0;-1538;392;295;0.0;0.46;811;173585;276920.0
312;Numb / Encore;687;793;2.0;-4254;166;603;0.0;582;751;107045;205733.0
313;Run This Town;632;924;1.0;-1802;0.29;281;0.0;263;441;86844;267520.0
314;No Church In The Wild;654;0.75;8.0;-7509;105;246;178;167;557;92.78;272507.0
315;0.197222222;261;852;9.0;-4965;158;139;4.26e-05;477;431;177997;284493.0
316;03' Bonnie & Clyde;759;678;9.0;-5148;314;0.23;0.0;0.15;327;89.64;205560.0
317;Otis;754;631;7.0;-4751;307;552;0.0;0.5;432;94577;178213.0
318;Gotta Have It;0.74;574;4.0;-6938;245;411;0.0;262;0.33;149762;140747.0
319;Love All (with JAY-Z);0.73;576;2.0;-5442;287;354;3.59e-05;0.15;155;92131;228461.0
320;Creepin' (with The Weeknd & 21 Savage);715;0.62;1.0;-6005;484;417;0.0;822;172;97.95;221520.0
321;Rich Flex;561;0.52;11.0;-9342;244;503;1.86e-06;355;424;153.15;239360.0
322;Jimmy Cooks (feat. 21 Savage);529;673;0.0;-4711;175;307;2.41e-06;93;366;165921;218365.0
323;Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage];671;658;2.0;-5567;309;189;8.66e-05;147;257;87933;207307.0
324;Pussy & Millions (feat. Travis Scott);749;0.63;4.0;-6652;116;623;0.0;353;445;122.03;242027.0
325;Glock In My Lap;847;733;10.0;-6439;0.16;574;1.04e-05;151;202;130029;193591.0
326;On BS;841;358;9.0;-8368;591;201;0.0;0.39;329;158014;261544.0
327;Major Distribution;908;546;8.0;-10491;323;127;0.0;707;225;131016;170502.0
328;Spin Bout U;773;701;7.0;-6386;512;0.01;0.0;163;203;129963;214589.0
329;Knife Talk (with 21 Savage ft. Project Pat);849;424;5.0;-9579;324;635;0.0;834;153;145887;242966.0
330;Bound 2;367;665;1.0;-2821;465;145;0.0;113;0.31;148913;229147.0
331;Heartless;0.79;647;10.0;-5983;136;515;0.0;248;654;87999;211000.0
332;Flashing Lights;639;628;6.0;-7578;399;381;0.0;386;0.43;90482;237507.0
333;Ni**as In Paris;789;858;1.0;-5542;311;127;0.0;349;775;140022;219333.0
334;Father Stretch My Hands Pt. 1;724;573;7.0;-4113;549;118;0.0;538;438;113088;135920.0
335;Stronger;617;717;10.0;-7858;153;564;0.0;408;0.49;103992;311867.0
336;I Wonder;542;466;0.0;-8665;831;141;445;125;124;191385;243440.0
337;Violent Crimes;669;419;1.0;-6724;522;376;0.0;187;397;109813;215320.0
338;Homecoming;667;747;1.0;-7059;189;337;0.0;115;918;86917;203493.0
339;Gold Digger;629;696;1.0;-5572;348;195;0.0;554;623;93034;207627.0
340;Ahora Te Puedes Marchar;0.78;877;6.0;-3683;427;148;2.36e-06;627;909;133263;191973.0
341;La Incondicional;374;727;10.0;-4352;309;237;0.0;134;283;155127;257027.0
342;Hasta Que Me Olvides;641;593;3.0;-7884;264;0.46;0.0;169;437;119828;281000.0
343;La Media Vuelta;631;683;7.0;-8788;344;291;0.0;994;708;97959;161040.0
344;Culpable O No - Miénteme Como Siempre;0.54;367;0.0;-14238;277;367;0.0;433;252;70276;237240.0
345;Por Debajo De La Mesa;401;499;0.0;-7643;272;217;0.0;149;262;144276;184080.0
346;Tengo Todo Excepto a Ti;542;665;0.0;-8121;297;522;0.0;177;417;147977;272827.0
347;No Sé Tú;389;443;10.0;-8546;304;571;178;114;888;76.54;229853.0
348;La bikina - En vivo;389;0.71;5.0;-6265;351;161;0.0;918;666;160397;179040.0
349;Sabor a Mi;663;579;10.0;-6982;269;645;0.0;189;0.48;89929;185040.0
350;CUFF IT;0.78;689;7.0;-5668;141;368;9.69e-06;698;642;115042;225389.0
351;Crazy In Love (feat. Jay-Z);646;0.77;2.0;-6596;226;249;0.0;715;681;99165;236133.0
352;ALIEN SUPERSTAR;545;641;10.0;-6398;998;453;6.59e-05;171;464;121892;215460.0
353;BREAK MY SOUL;693;887;1.0;-5039;795;581;2.71e-06;0.27;864;114942;278282.0
354;Halo;508;0.72;11.0;-5908;628;272;0.0;563;472;79983;261640.0
355;Love On Top;652;749;0.0;-5248;886;848;0.0;604;651;94103;267413.0
356;ENERGY (feat. Beam);903;519;1.0;-9151;0.26;281;106;155;587;114991;116727.0
357;Perfect Duet (Ed Sheeran & Beyoncé);587;299;8.0;-7365;263;779;0.0;123;356;94992;259550.0
358;Drunk in Love (feat. Jay-Z);583;621;5.0;-6902;479;972;106;181;399;140036;323480.0
359;Run the World (Girls);732;899;0.0;-4237;143;496;4.64e-05;372;759;127091;236093.0
360;ULALA (OOH LA LA);872;681;0.0;-4348;0.11;462;1.38e-05;129;481;96986;188009.0
361;La Santa;744;868;1.0;-4524;47;326;0.0;822;586;93037;206420.0
362;Gasolina;852;797;0.0;-6543;614;322;2.69e-06;845;741;96008;192600.0
363;X ÚLTIMA VEZ;812;855;7.0;-3725;554;789;167;108;573;90.04;192477.0
364;Lo Que Pasó, Pasó;819;741;8.0;-6538;412;104;0.0;283;0.84;97014;210933.0
365;Despacito;655;797;2.0;-4787;153;198;0.0;67;839;177928;229360.0
366;Con Calma;737;0.86;8.0;-2652;593;0.11;1.94e-06;574;656;93989;193227.0
367;Tu Príncipe;0.77;804;4.0;-5479;623;0.16;0.00001;193;568;94017;205520.0
368;Llamado de Emergencia;703;909;4.0;-4456;358;216;1.57e-06;162;777;97982;239920.0
369;Ella Me Levanto;0.76;0.9;5.0;-4782;668;715;0.0;221;761;100046;209493.0
370;Used (feat. Don Toliver);733;685;10.0;-6228;533;363;238;333;837;150073;146947.0
371;No Idea;652;631;6.0;-5718;893;524;579;165;0.35;127998;154424.0
372;After Party;629;692;5.0;-8045;376;981;331;603;453;162948;167916.0
373;Lemonade (feat. Gunna, Don Toliver & NAV);0.8;658;1.0;-6142;79;0.25;0.0;111;462;140042;195429.0
374;Do It Right;662;515;5.0;-6867;199;458;0.0;163;386;69808;174474.0
375;Cardigan;747;497;4.0;-6542;401;248;0.0;138;663;142046;158709.0
376;Honest (feat. Don Toliver);0.81;655;8.0;-6779;698;127;8.16e-05;105;809;150002;193322.0
377;Mystery Lady;747;494;3.0;-7957;141;393;0.0;982;624;76006;228453.0
378;Drugs N Hella Melodies (feat. Kali Uchis);0.56;707;1.0;-6863;0.07;264;268;108;341;147.0;198058.0
379;Scrape It Off (feat. Lil Uzi Vert & Don Toliver);594;679;7.0;-3702;345;484;7.83e-06;114;0.66;106726;152613.0
380;La Mitad;724;443;7.0;-3743;329;0.73;0.0;101;763;97194;177791.0
381;KESI - Remix;871;815;4.0;-4439;477;127;6.18e-06;94;823;122959;176575.0
382;Desconocidos;719;753;7.0;-4891;179;118;4.21e-06;212;675;174107;204564.0
383;Aeropuerto;0.69;0.58;0.0;-4395;199;328;0.0;328;708;197635;177627.0
384;Índigo;754;778;0.0;-6663;335;948;1.61e-05;131;916;128925;214507.0
385;Si Me Dices Que Sí;578;634;8.0;-5979;333;473;0.0;132;216;183.89;211652.0
386;El Mismo Aire - con Pablo Alborán;483;492;0.0;-6591;295;603;0.0;323;0.66;144511;188213.0
387;Bebiendo Sola;589;642;9.0;-5706;279;176;0.0;119;691;78791;179067.0
388;Color Esperanza 2020;591;785;9.0;-7768;161;161;0.0;126;785;106002;217547.0
389;Tattoo - Remix with Camilo;721;637;9.0;-5134;286;406;0.0;525;691;193922;222680.0
390;Hold Me Closer;658;783;0.0;-4615;113;798;18;187;491;126027;202246.0
391;Toxic;774;838;5.0;-3914;114;249;25;242;924;143.04;198800.0
392;Gimme More;788;844;2.0;-3131;334;0.25;678;723;382;113324;251240.0
393;...Baby One More Time;759;699;0.0;-5745;307;202;131;443;907;92.96;211067.0
394;Oops!...I Did It Again;751;834;1.0;-5444;437;0.3;1.77e-05;355;894;95053;211160.0
395;My Only Wish (This Year);669;843;0.0;-3766;268;169;0.0;195;702;147.08;255400.0
396;Womanizer;724;695;11.0;-5226;622;73;0.0;889;235;139.0;224400.0
397;Circus;791;733;6.0;-5215;52;147;381;713;761;114.98;192360.0
398;Criminal;696;734;7.0;-5294;298;485;0.0;183;711;107987;225080.0
399;If U Seek Amy;717;587;4.0;-7296;339;192;0.0;523;544;129954;216520.0
400;Pepas;762;766;7.0;-3955;343;776;6.98e-05;128;442;130001;287120.0
401;Diles;813;0.56;2.0;-5904;618;108;0.0;268;287;118033;286041.0
402;Si Se Da - Remix;817;672;11.0;-5612;299;441;0.0;0.13;774;93999;332240.0
403;Fantasias;879;703;1.0;-4219;701;143;0.0;569;788;94004;199711.0
404;Calma - Remix;826;764;11.0;-4341;522;337;0.0;161;761;126.9;237627.0
405;On My Way;522;697;1.0;-5288;103;291;0.0;319;235;169775;193959.0
406;Si Me Dices Que Sí;578;634;8.0;-5979;333;473;0.0;132;216;183.89;211652.0
407;Passion Whine;756;689;10.0;-3.87;648;327;0.0;586;782;162006;213312.0
408;Color Esperanza 2020;591;785;9.0;-7768;161;161;0.0;126;785;106002;217547.0
409;Patio de la Cárcel - Tangos;788;814;9.0;-3822;217;562;0.0;208;665;97982;202098.0
410;Besos Moja2;736;727;5.0;-4642;571;584;1.91e-06;976;644;94048;229065.0
411;Mayor Que Usted;625;839;6.0;-4824;927;762;2.35e-05;464;771;184.08;233520.0
412;Vapor;803;779;11.0;-4449;694;66;2.23e-05;111;317;94009;208895.0
413;Si Te Pillo;687;781;7.0;-4657;944;166;4.32e-06;255;655;180.1;219721.0
414;Noche De Entierro;868;764;4.0;-6574;167;119;143;918;397;96994;263293.0
415;Algo Me Gusta De Ti;627;768;11.0;-5296;325;291;0.0;598;237;127953;274947.0
416;Noche De Sexo;686;722;2.0;-5.4;256;108;0.0;494;515;94006;205707.0
417;Sexy Movimiento;815;757;10.0;-6.16;39;382;3.28e-06;147;734;104986;209680.0
418;Si Supieras;691;894;9.0;-1681;115;291;0.0;104;623;184019;241880.0
419;"All I Want - From ""High School Musical: The Musical: The Series""";376;0.43;0.0;-6585;328;902;0.0;912;129;77599;177323.0
420;I'll Make a Man Out of You;672;322;7.0;-17669;339;144;2.96e-05;74;496;113852;201680.0
421;Part of Your World;274;144;5.0;-14516;482;0.92;388;0.29;302;61551;195493.0
422;If Only;477;0.6;7.0;-5652;324;271;0.0;112;0.29;152062;229813.0
423;Under the Sea;511;475;10.0;-14667;161;708;0.0;105;819;98957;195147.0
424;Zero To Hero;474;0.82;0.0;-7699;243;493;0.0;978;697;164718;140573.0
425;I Won't Say (I'm In Love);684;481;0.0;-10305;391;228;0.0;157;0.48;121208;140227.0
426;A Whole New World - Remastered 2022;273;227;0.0;-15742;351;848;2.31e-06;102;142;129272;160307.0
427;Be Our Guest;435;391;2.0;-13062;162;814;0.0;885;583;73531;224920.0
428;Gotta Go My Own Way;555;692;9.0;-4767;277;864;3.25e-05;232;313;88995;222360.0
429;Under The Influence;733;0.69;9.0;-5529;427;635;1.18e-06;105;0.31;116992;184613.0
430;Superhero (Heroes & Villains) [with Future & Chris Brown];526;606;5.0;-5.3;259;152;2.36e-06;194;492;116622;182667.0
431;No Guidance (feat. Drake);696;454;1.0;-6756;153;123;0.0;155;136;92928;260640.0
432;Nostálgico;734;846;9.0;-3425;489;166;1.74e-06;235;604;98026;209884.0
433;Go Crazy;755;578;0.0;-8932;145;316;0.0;0.25;581;94148;176960.0
434;Forever;672;0.82;11.0;-4456;459;368;188;184;438;120005;278573.0
435;Wet The Bed (feat. Ludacris);0.58;0.66;6.0;-7405;429;166;0.0;174;411;123801;266307.0
436;Under The Influence (Body Language);0.62;0.62;1.0;-6322;375;388;213;129;459;144835;148751.0
437;Monalisa;828;726;10.0;-6389;419;106;101;103;0.67;113017;212976.0
438;With You;662;693;3.0;-4298;698;134;0.0;145;655;86009;252120.0
439;The Color Violet;645;534;6.0;-10.8;479;157;0.0;863;463;105.02;226467.0
440;Lavender Sunflower;607;735;4.0;-6065;95;253;0.0;0.11;964;88894;151967.0
441;Say It;546;529;11.0;-10511;583;862;6.5e-06;124;247;107331;237787.0
442;Broke In A Minute;929;0.7;0.0;-5595;906;144;0.0;349;802;120009;132024.0
443;WHATS POPPIN (feat. DaBaby, Tory Lanez & Lil Wayne) - Remix;904;723;11.0;-5224;0.26;631;0.0;185;835;145013;227478.0
444;Lady Of Namek;676;659;11.0;-5123;476;194;0.0;283;595;134985;193994.0
445;In For It;383;531;5.0;-7814;741;753;102;108;375;105971;293307.0
446;The Take (feat. Chris Brown);464;547;7.0;-8137;339;511;0.0;155;423;67003;221492.0
447;I LIKE;744;448;4.0;-10426;291;365;0.0;194;279;118027;133521.0
448;And This is Just The Intro;0.53;517;5.0;-9253;399;387;0.0;176;381;137554;326813.0
449;All I Want for Christmas Is You;336;627;7.0;-7463;384;164;0.0;708;0.35;150273;241107.0
450;Christmas (Baby Please Come Home);561;782;3.0;-7444;317;22;0.0;109;704;127148;153240.0
451;Fantasy;669;727;7.0;-7588;353;139;0.0;123;807;102322;243493.0
452;Always Be My Baby;0.65;531;4.0;-8335;364;457;0.0;249;487;78946;258133.0
453;We Belong Together;837;462;0.0;-7.89;601;339;0.0;0.09;762;139986;201400.0
454;I Know What You Want (feat. Flipmode Squad);648;759;6.0;-4315;306;142;0.0;648;518;85996;324307.0
455;Without You;576;526;6.0;-8524;325;323;2.01e-06;548;147;122.06;213667.0
456;Obsessed;742;468;10.0;-5557;625;465;0.0;826;369;86443;242200.0
457;Hero;501;378;4.0;-9.37;29;735;0.0;119;178;119987;257733.0
458;O Holy Night;368;505;4.0;-7208;285;367;6.63e-06;154;192;173977;266933.0
459;Mallipoo;715;654;2.0;-7266;336;196;117;667;762;175589;245366.0
460;Enna Sona;717;416;7.0;-9875;303;635;1.43e-06;976;381;100026;213632.0
461;Param Sundari;815;761;4.0;-7162;144;192;0.0;272;0.82;121999;200219.0
462;Rait Zara Si;563;495;2.0;-10272;362;781;0.0;837;244;125998;291462.0
463;Raanjhanaa;673;714;9.0;-8042;39;111;0.0;858;0.78;112941;254653.0
464;Jashn-E-Bahaaraa;0.7;343;2.0;-10474;308;767;0.0;789;488;137864;315173.0
465;"Ponni Nadhi (From ""Ponniyin Selvan Part -1"") - Tamil";687;637;10.0;-9.55;0.13;0.12;0.0;291;0.56;152.0;290526.0
466;Ennodu Nee Irundhaal;261;603;0.0;-6733;367;558;0.0;184;207;158125;352711.0
467;Kun Faya Kun;362;378;1.0;-11008;329;679;0.0;91;575;87549;470500.0
468;Tere Bina;744;0.7;2.0;-7663;375;278;155;68;867;144033;309640.0
469;Teil 23 - Das Geheimnis der Geisterinsel;518;0.93;1.0;-6246;858;404;0.0;884;241;63653;180008.0
470;Teil 10 - Das Geheimnis der Geisterinsel;415;743;1.0;-9428;836;181;0.0;339;376;175024;180008.0
471;Teil 1 - Das Geheimnis der Geisterinsel;509;744;7.0;-7231;899;318;0.0;156;0.54;50977;185263.0
472;Teil 4 - Das Geheimnis der Geisterinsel;572;769;1.0;-9557;761;269;0.0;609;453;110304;180006.0
473;Teil 2 - Das Geheimnis der Geisterinsel;0.54;0.62;4.0;-7805;482;292;0.0;558;0.62;114792;180010.0
474;Teil 3 - Das Geheimnis der Geisterinsel;584;482;1.0;-10423;865;563;0.0;664;638;103357;180006.0
475;Teil 8 - Das Geheimnis der Geisterinsel;0.58;481;1.0;-11331;821;218;0.0;342;471;89886;180006.0
476;Teil 5 - Das Geheimnis der Geisterinsel;574;0.55;1.0;-11386;909;403;0.0;0.41;677;99695;180010.0
477;Teil 15 - Das Geheimnis der Geisterinsel;464;564;7.0;-9479;483;226;4.8e-06;668;307;100.66;180066.0
478;Teil 7 - Das Geheimnis der Geisterinsel;598;609;0.0;-10712;706;181;0.0;477;433;120177;180010.0
479;Kesariya;577;574;0.0;-6525;278;572;0.0;0.1;436;94009;268165.0
480;Shayad;483;468;8.0;-7642;341;784;0.0;152;319;135875;247941.0
481;Kabira;0.59;555;2.0;-6861;271;481;0.0;192;191;84027;223460.0
482;Tum Se Hi;609;538;6.0;-7842;273;328;0.0;125;608;130015;321225.0
483;Khairiyat;534;481;0.0;-9016;412;697;0.0;142;293;124914;280282.0
484;Tera Hone Laga Hoon;684;771;8.0;-5353;307;548;0.0;112;539;119982;299827.0
485;Deva Deva;539;729;0.0;-7588;412;627;941;128;435;112074;279107.0
486;Raabta;657;581;0.0;-8108;298;699;1.82e-05;116;323;118037;243578.0
487;Kalank (Title Track);0.57;0.55;10.0;-8343;35;524;3.73e-05;921;435;117999;311186.0
488;Bhool Bhulaiyaa 2 Title Track;857;893;0.0;-2.87;422;663;0.0;335;845;108022;211667.0
489;Saibo;619;429;2.0;-7867;28;738;1.35e-05;136;545;90058;195253.0
490;Pal;0.51;502;7.0;-7016;325;0.71;0.0;708;321;133885;247286.0
491;Rasiya;0.54;796;4.0;-7538;521;371;165;0.11;636;78.99;265063.0
492;Param Sundari;815;761;4.0;-7162;144;192;0.0;272;0.82;121999;200219.0
493;Hasi - Female Version;0.52;485;4.0;-6438;269;927;466;159;407;143901;192187.0
494;Munbe Vaa;609;759;10.0;-9422;336;245;2.84e-05;207;802;141126;356942.0
495;Tujh Mein Rab Dikhta Hai - Ii;334;0.3;2.0;-12359;377;863;1.62e-06;195;158;147076;101799.0
496;Main Agar Kahoon;533;436;5.0;-7521;276;234;3.17e-06;0.46;371;146868;308158.0
497;Piya O Re Piya;442;574;2.0;-6394;828;273;0.0;94;308;167857;292747.0
498;Samjhawan;651;482;4.0;-8666;281;293;0.0;811;517;106993;269185.0
499;Another Brick in the Wall, Pt. 2;693;394;0.0;-15882;428;782;694;247;721;104114;238747.0
500;Wish You Were Here;481;262;7.0;-15.73;414;735;114;832;375;122861;334744.0
501;The Great Gig in the Sky;274;217;5.0;-13814;345;767;896;832;181;116334;283872.0
502;Comfortably Numb;472;366;11.0;-12595;286;0.15;312;837;171;127163;382297.0
503;Money;468;536;11.0;-10422;144;24;199;269;785;126256;382834.0
504;Breathe (In the Air);431;373;11.0;-15142;346;389;728;143;253;128153;169535.0
505;Time;359;0.48;9.0;-11.79;841;521;43;178;355;120285;413947.0
506;Hey You;587;302;0.0;-14976;293;223;216;128;0.19;112.46;278441.0
507;Brain Damage;324;265;2.0;-13398;302;732;341;366;208;133568;226667.0
508;Us and Them;357;302;2.0;-14526;303;862;559;634;135;72518;469224.0
509;Chop Suey!;417;934;7.0;-3908;119;278;15;132;287;127066;210240.0
510;Toxicity;413;873;8.0;-4151;536;264;249;204;0.48;116.68;218933.0
511;Lonely Day;0.47;796;8.0;-3277;336;362;1.1e-06;133;215;113108;167907.0
512;Aerials;364;922;0.0;-4217;567;915;346;697;227;79342;235053.0
513;B.Y.O.B.;538;981;1.0;-2688;0.14;662;0.0;219;711;101414;255467.0
514;Sugar;451;889;1.0;-2693;261;167;215;258;586;131073;153800.0
515;Violent Pornography;459;958;6.0;-2333;877;283;0.0;108;586;142707;211333.0
516;Hypnotize;274;0.92;6.0;-4096;489;303;412;115;397;154016;189440.0
517;Spiders;0.46;0.54;5.0;-5132;381;324;168;326;506;137855;215440.0
518;Prison Song;493;974;1.0;-3252;135;202;8.31e-05;182;354;99647;201160.0
519;Basket Case;442;943;3.0;-3205;602;293;8.71e-06;91;781;85064;181533.0
520;American Idiot;0.38;988;1.0;-2042;639;2.64e-05;7.86e-05;368;769;186113;176346.0
521;Good Riddance (Time of Your Life);475;432;7.0;-7844;302;183;0.0;161;648;94605;153467.0
522;Wake Me up When September Ends;546;814;7.0;-5146;314;23;0.0;972;146;104.98;285653.0
523;Boulevard of Broken Dreams;496;682;8.0;-4095;294;552;2.94e-05;589;474;167.06;262333.0
524;When I Come Around;531;909;11.0;-4236;34;175;0.0;231;814;97546;178000.0
525;21 Guns;268;742;5.0;-4939;355;518;0.0;626;416;159779;321093.0
526;Holiday;552;0.89;8.0;-3409;342;143;0.0;888;716;146525;232680.0
527;Holiday / Boulevard of Broken Dreams;0.29;827;8.0;-3451;362;659;2.55e-06;301;0.45;167086;493400.0
528;Brain Stew;559;543;1.0;-5429;302;133;0.00002;577;337;75958;193000.0
529;Experience;447;449;2.0;-10634;376;934;961;697;36;92468;315427.0
530;Nuvole Bianche;191;582;8.0;-25398;578;961;0.89;941;454;132614;357707.0
531;Una Mattina;231;297;2.0;-31544;579;991;878;742;0.07;131413;203800.0
532;The Tree;316;329;5.0;-38901;482;994;957;933;415;90804;199167.0
533;Wind Song;339;572;11.0;-32309;378;986;923;103;616;72.7;198650.0
534;Luminous;307;229;1.0;-34977;519;992;931;98;281;67775;283280.0
535;Temple White;303;958;8.0;-28556;54;991;953;109;212;72204;264845.0
536;Natural Light;218;352;1.0;-39627;515;992;951;139;192;68.61;335542.0
537;Primavera;231;206;0.0;-13593;332;965;856;0.17;136;141628;442400.0
538;Rolling Like A Ball;208;12;8.0;-29933;422;987;919;0.1;391;175159;257217.0
539;Supermassive Black Hole;668;921;7.0;-3727;439;492;517;877;782;120.0;212440.0
540;Uprising;602;905;2.0;-4046;775;202;64;117;411;128019;304840.0
541;Starlight;0.55;874;4.0;-4046;321;436;1.02e-05;206;318;121.61;240213.0
542;Hysteria;412;0.92;9.0;-4852;575;456;26;0.11;455;93162;227440.0
543;Knights of Cydonia;366;963;11.0;-5301;142;273;122;115;211;137114;366213.0
544;Time is Running Out;585;842;9.0;-5883;556;242;686;866;428;118211;237040.0
545;Madness;502;417;10.0;-7665;718;127;419;106;218;180301;281040.0
546;Psycho;555;883;2.0;-3426;341;114;41;868;507;125.02;316718.0
547;Plug in Baby;408;965;2.0;-4232;0.05;6.94e-06;402;0.11;349;136018;218000.0
548;Undisclosed Desires;683;585;8.0;-6.76;323;819;162;797;641;115997;235000.0
549;Dream On;392;476;1.0;-7583;249;397;163;309;234;78031;267597.0
550;Crazy;0.37;866;6.0;-3879;384;868;0.0;137;427;162086;316693.0
551;"I Don't Want To Miss A Thing - From ""Armageddon"" Soundtrack";0.39;649;2.0;-5163;345;172;0.0;216;144;121161;299723.0
552;Cryin';445;856;9.0;-3674;327;202;101;367;486;105872;308333.0
553;Walk This Way;653;0.73;5.0;-10613;429;115;1.02e-05;776;894;108709;220311.0
554;Dude (Looks Like A Lady);0.54;982;4.0;-2962;458;435;3.37e-05;457;0.91;126294;265773.0
